variant,soc4,title,karpathy_score,num_jobs_2024,occupation_count,karpathy_zscore,karpathy_percentile,comparison_key,comparison_level_left,raw_code_examples,raw_title_examples,source_row_count,metric_value,metric_name,comparison_level_right,source_file,sheet_name,metric_zscore,metric_percentile,comparison_title,left_label,right_label,value_gap,percentile_gap,abs_percentile_gap
repo_original,41-40,Wholesale and manufacturing sales representatives,7.0,1613600.0,1,0.9631726377184042,0.8068181818181818,41-40,soc4,41-4011.00 | 41-4011.07 | 41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products | Solar Sales Representatives and Assessors | Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3,0.211914963,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-1.0170554492141761,0.16666666666666666,Wholesale and manufacturing sales representatives,repo_original,webb_soc4_ai_score,6.788085037,0.6401515151515151,0.6401515151515151
repo_original,53-40,Railroad workers,4.0,77900.0,1,-0.42214598405389775,0.3693181818181818,53-40,soc4,53-4011.00 | 53-4012.00 | 53-4013.00 | 53-4021.00 | 53-4031.00,"Locomotive Engineers | Locomotive Firers | Rail Yard Engineers, Dinkey Operators, and Hostlers | Railroad Brake, Signal, and Switch Operators | Railroad Conductors and Yardmasters",6,0.895869705,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,2.5248203895034433,0.9907407407407407,Railroad workers,repo_original,webb_soc4_ai_score,3.104130295,-0.6214225589225588,0.6214225589225588
repo_original,25-40,Library technicians and assistants,6.88361320208454,345400.0,3,0.9094283715581587,0.7613636363636364,25-40,soc4,25-4011.00 | 25-4012.00 | 25-4013.00 | 25-4021.00 | 25-4031.00,Archivists | Curators | Museum Technicians and Conservators | Librarians | Library Technicians,5,0.2192249931999999,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.9792002846020186,0.18518518518518517,Library technicians and assistants,repo_original,webb_soc4_ai_score,6.66438820888454,0.5761784511784511,0.5761784511784511
repo_original,47-22,Sheet metal workers,2.816195372750643,155600.0,2,-0.9687948489434822,0.18181818181818182,47-22,soc4,47-2211.00 | 47-2221.00 | 47-2231.00,Sheet Metal Workers | Structural Iron and Steel Workers | Solar Photovoltaic Installers,3,0.5008559733333333,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,0.47923241966105895,0.7407407407407407,Sheet metal workers,repo_original,webb_soc4_ai_score,2.3153393994173097,-0.5589225589225588,0.5589225589225588
repo_original,41-90,Real estate brokers and sales agents,6.117844552627162,595700.0,3,0.5558171815372479,0.6590909090909091,41-90,soc4,41-9011.00 | 41-9012.00 | 41-9021.00 | 41-9022.00 | 41-9031.00,Demonstrators and Product Promoters | Models | Real Estate Brokers | Real Estate Sales Agents | Sales Engineers,7,0.1804108055714285,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-1.1802004749934019,0.1111111111111111,Real estate brokers and sales agents,repo_original,webb_soc4_ai_score,5.937433747055733,0.547979797979798,0.547979797979798
repo_original,53-50,Water transportation workers,3.0,84300.0,1,-0.8839188579779984,0.2556818181818182,53-50,soc4,53-5011.00 | 53-5021.01 | 53-5021.02 | 53-5021.03 | 53-5022.00,"Sailors and Marine Oilers | Ship and Boat Captains | Mates- Ship, Boat, and Barge | Pilots, Ship | Motorboat Operators",6,0.5362396399999999,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,0.6624675759601938,0.7870370370370371,Water transportation workers,repo_original,webb_soc4_ai_score,2.46376036,-0.5313552188552189,0.5313552188552189
repo_original,39-60,Concierges,5.0,45600.0,1,0.039626889870202915,0.5738636363636364,39-60,soc4,39-6011.00 | 39-6012.00,Baggage Porters and Bellhops | Concierges,2,0.1389198335,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-1.3950624570522967,0.07407407407407407,Concierges,repo_original,webb_soc4_ai_score,4.8610801665,0.4997895622895623,0.4997895622895623
repo_original,41-30,Insurance sales agents,7.515606290412708,1252700.0,4,1.2012656362556249,0.8636363636363636,41-30,soc4,41-3011.00 | 41-3021.00 | 41-3031.01 | 41-3031.02 | 41-3031.03,"Advertising Sales Agents | Insurance Sales Agents | Sales Agents, Securities and Commodities | Sales Agents, Financial Services | Securities and Commodities Traders",7,0.3342739942857143,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.38341630623157696,0.37037037037037035,Insurance sales agents,repo_original,webb_soc4_ai_score,7.181332296126993,0.4932659932659933,0.4932659932659933
repo_original,51-70,Woodworkers,3.0,214600.0,1,-0.8839188579779984,0.2556818181818182,51-70,soc4,51-7011.00 | 51-7021.00 | 51-7031.00 | 51-7032.00 | 51-7041.00,"Cabinetmakers and Bench Carpenters | Furniture Finishers | Model Makers, Wood | Patternmakers, Wood | Sawing Machine Setters, Operators, and Tenders, Wood",6,0.4978312233333333,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,0.46356868011034874,0.7222222222222222,Woodworkers,repo_original,webb_soc4_ai_score,2.5021687766666667,-0.46654040404040403,0.46654040404040403
repo_original,41-20,Retail sales workers,5.285853923431985,7366000.0,2,0.17162647761587024,0.6022727272727273,41-20,soc4,41-2011.00 | 41-2012.00 | 41-2021.00 | 41-2022.00 | 41-2031.00,Cashiers | Gaming Change Persons and Booth Cashiers | Counter and Rental Clerks | Parts Salespersons | Retail Salespersons,5,0.1881223678,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-1.1402659672564195,0.1388888888888889,Retail sales workers,repo_original,webb_soc4_ai_score,5.097731555631984,0.4633838383838384,0.4633838383838384
repo_original,37-30,Grounds maintenance workers,1.0,1296400.0,1,-1.8074646058261998,0.011363636363636364,37-30,soc4,37-3011.00 | 37-3012.00 | 37-3013.00,"Landscaping and Groundskeeping Workers | Pesticide Handlers, Sprayers, and Applicators, Vegetation | Tree Trimmers and Pruners",3,0.3782022833333333,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.15593262045582212,0.4537037037037037,Grounds maintenance workers,repo_original,webb_soc4_ai_score,0.6217977166666667,-0.44234006734006737,0.44234006734006737
repo_original,51-80,Water and wastewater treatment plant and system operators,4.905793688177108,212300.0,3,-0.0038750294820437885,0.5227272727272727,51-80,soc4,51-8011.00 | 51-8012.00 | 51-8013.00 | 51-8021.00 | 51-8031.00,Nuclear Power Reactor Operators | Power Distributors and Dispatchers | Power Plant Operators | Stationary Engineers and Boiler Operators | Water and Wastewater Treatment Plant and System Operators,11,0.8227721854545454,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,2.14628315238866,0.9629629629629629,Water and wastewater treatment plant and system operators,repo_original,webb_soc4_ai_score,4.083021502722563,-0.4402356902356902,0.4402356902356902
repo_original,47-20,Construction laborers and helpers,1.6360501737619462,3683200.0,7,-1.5137538891282223,0.03409090909090909,47-20,soc4,47-2011.00 | 47-2021.00 | 47-2022.00 | 47-2031.01 | 47-2031.02,Boilermakers | Brickmasons and Blockmasons | Stonemasons | Construction Carpenters | Rough Carpenters,17,0.382542345882353,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.13345750370183074,0.46296296296296297,Construction laborers and helpers,repo_original,webb_soc4_ai_score,1.2535078278795933,-0.42887205387205385,0.42887205387205385
repo_original,45-40,Logging workers,2.0,55100.0,2,-1.3456917319020991,0.07954545454545454,45-40,soc4,45-4011.00 | 45-4021.00 | 45-4022.00 | 45-4023.00,Forest and Conservation Workers | Fallers | Logging Equipment Operators | Log Graders and Scalers,4,0.4005119275,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.04040159948030814,0.5,Logging workers,repo_original,webb_soc4_ai_score,1.5994880725,-0.42045454545454547,0.42045454545454547
repo_original,11-10,Top executives,6.0,4022200.0,1,0.5013997637943036,0.6477272727272727,11-10,soc4,11-1011.00 | 11-1011.03 | 11-1021.00,Chief Executives | Chief Sustainability Officers | General and Operations Managers,3,0.2503340999999999,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.8181010378641315,0.24074074074074073,Top executives,repo_original,webb_soc4_ai_score,5.7496659,0.406986531986532,0.406986531986532
repo_original,51-41,"Welders, cutters, solderers, and brazers",2.0,457300.0,1,-1.3456917319020991,0.07954545454545454,51-41,soc4,51-4111.00 | 51-4121.06 | 51-4121.07 | 51-4122.00 | 51-4191.00,"Tool and Die Makers | Welders, Cutters, and Welder Fitters | Solderers and Brazers | Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders | Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",8,0.388143932875,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,-0.10444955272291735,0.48148148148148145,"Welders, cutters, solderers, and brazers",repo_original,webb_soc4_ai_score,1.611856067125,-0.4019360269360269,0.4019360269360269
repo_original,49-20,Telecommunications technicians,3.0,548100.0,3,-0.8839188579779984,0.2556818181818182,49-20,soc4,49-2011.00 | 49-2021.00 | 49-2021.01 | 49-2022.00 | 49-2091.00,"Computer, Automated Teller, and Office Machine Repairers | Radio, Cellular, and Tower Equipment Installers and Repairers | Radio Mechanics | Telecommunications Equipment Installers and Repairers, Except Line Installers | Avionics Technicians",12,0.4679466566666666,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,0.30881074347013077,0.6574074074074074,Telecommunications technicians,repo_original,webb_soc4_ai_score,2.532053343333333,-0.40172558922558926,0.40172558922558926
repo_original,19-40,Biological technicians,4.693348801237432,258600.0,7,-0.10197631547465862,0.5,19-40,soc4,19-4011.01 | 19-4011.02 | 19-4021.00 | 19-4031.00 | 19-4041.01,Agricultural Technicians | Food Science Technicians | Biological Technicians | Chemical Technicians | Geophysical Data Technicians,16,0.652976629375,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,1.2669928416859606,0.8888888888888888,Biological technicians,repo_original,webb_soc4_ai_score,4.040372171862432,-0.38888888888888884,0.38888888888888884
repo_original,43-90,General office clerks,9.0,2651000.0,2,1.8867183855666056,0.9943181818181818,43-90,soc4,43-9011.00 | 43-9021.00 | 43-9022.00 | 43-9031.00 | 43-9041.01,Computer Operators | Data Entry Keyers | Word Processors and Typists | Desktop Publishers | Insurance Claims Clerks,10,0.4478382301,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,0.20467877999716758,0.6203703703703703,General office clerks,repo_original,webb_soc4_ai_score,8.5521617699,0.3739478114478114,0.3739478114478114
repo_original,51-40,Metal and plastic machine workers,4.0,1355500.0,2,-0.42214598405389775,0.3693181818181818,51-40,soc4,51-4011.00 | 51-4012.00 | 51-4021.00 | 51-4022.00 | 51-4023.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic | Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic | Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic | Forging Machine Setters, Operators, and Tenders, Metal and Plastic | Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",18,0.5000486183333334,webb_soc4_ai_score,soc4,webb_exposure_by_soc4.xlsx,exposure_by_soc4,0.47505151266214574,0.7314814814814815,Metal and plastic machine workers,repo_original,webb_soc4_ai_score,3.4999513816666665,-0.3621632996632997,0.3621632996632997
