variant,soc4,title,karpathy_score,num_jobs_2024,occupation_count,karpathy_zscore,karpathy_percentile,comparison_key,comparison_title,comparison_level
repo_current,27-20,Coaches and scouts,4.836363636363636,803000.0,8,-0.01267334257210365,0.5113636363636364,27-20,Coaches and scouts,soc4
repo_current,27-30,Public relations specialists,8.354898795479945,805300.0,8,1.6473700348270348,0.9204545454545454,27-30,Public relations specialists,soc4
repo_current,27-40,Photographers,6.423647932131495,377200.0,3,0.736206706675683,0.75,27-40,Photographers,soc4
repo_current,29-10,Pharmacists,4.7969977717837455,852700.0,7,-0.031246140579286576,0.48863636363636365,29-10,Pharmacists,soc4
repo_current,29-11,Registered nurses,4.866504595568635,4689300.0,11,0.0015471490398895485,0.5227272727272727,29-11,Registered nurses,soc4
repo_current,29-12,Physicians and surgeons,4.582123326419008,1060600.0,2,-0.1326238116467064,0.4772727272727273,29-12,Physicians and surgeons,soc4
repo_current,29-20,Licensed practical and licensed vocational nurses,4.550065387198247,2829300.0,14,-0.14774873360708696,0.4659090909090909,29-20,Licensed practical and licensed vocational nurses,soc4
repo_current,29-90,Surgical assistants and technologists,3.364583333333333,220800.0,4,-0.7070586576375849,0.32954545454545453,29-90,Surgical assistants and technologists,soc4
repo_current,31-11,Home health and personal care aides,2.0,5843100.0,2,-1.3508684884247155,0.06818181818181818,31-11,Home health and personal care aides,soc4
repo_current,31-20,Physical therapist assistants and aides,3.0,211500.0,2,-0.8790689177715509,0.26704545454545453,31-20,Physical therapist assistants and aides,soc4
repo_current,31-90,Medical assistants,3.988690368766168,1662300.0,6,-0.41260522627875407,0.36363636363636365,31-90,Medical assistants,soc4
repo_current,33-20,Firefighters,2.097103448275862,362500.0,2,-1.305055123219222,0.13636363636363635,33-20,Firefighters,soc4
repo_current,33-30,Police and detectives,3.6703964972026273,1233300.0,2,-0.562776138223966,0.3522727272727273,33-30,Police and detectives,soc4
repo_current,33-90,Security guards and gambling surveillance officers,4.066261398176292,1316000.0,2,-0.3760072479079336,0.4318181818181818,33-90,Security guards and gambling surveillance officers,soc4
repo_current,35-10,Chefs and head cooks,3.0,197300.0,1,-0.8790689177715509,0.26704545454545453,35-10,Chefs and head cooks,soc4
repo_current,35-20,Cooks,2.7565402664652896,3707800.0,2,-0.9939331155245611,0.20454545454545456,35-20,Cooks,soc4
repo_current,35-30,Food and beverage serving and related workers,2.2870149069853394,8117000.0,3,-1.2154549785379745,0.1590909090909091,35-30,Food and beverage serving and related workers,soc4
repo_current,37-20,Janitors and building cleaners,2.0,2550100.0,2,-1.3508684884247155,0.06818181818181818,37-20,Janitors and building cleaners,soc4
repo_current,37-30,Grounds maintenance workers,2.0,1296400.0,1,-1.3508684884247155,0.06818181818181818,37-30,Grounds maintenance workers,soc4
repo_current,39-20,Animal care and service workers,2.0,439400.0,1,-1.3508684884247155,0.06818181818181818,39-20,Animal care and service workers,soc4
repo_current,39-50,"Barbers, hairstylists, and cosmetologists",2.0,958700.0,3,-1.3508684884247155,0.06818181818181818,39-50,"Barbers, hairstylists, and cosmetologists",soc4
repo_current,39-60,Concierges,5.0,45600.0,1,0.064530223534778,0.5625,39-60,Concierges,soc4
repo_current,39-70,Tour and travel guides,3.0,55800.0,1,-0.8790689177715509,0.26704545454545453,39-70,Tour and travel guides,soc4
repo_current,39-90,Childcare workers,2.413046051852729,1689400.0,3,-1.1559935385006133,0.18181818181818182,39-90,Childcare workers,soc4
repo_current,41-20,Retail sales workers,5.285853923431985,7366000.0,2,0.19939598187951085,0.5909090909090909,41-20,Retail sales workers,soc4
repo_current,41-30,Insurance sales agents,7.052446715095394,1252700.0,4,1.0328737025052828,0.8409090909090909,41-30,Insurance sales agents,soc4
repo_current,41-40,Wholesale and manufacturing sales representatives,6.0,1613600.0,1,0.5363297941879425,0.6647727272727273,41-40,Wholesale and manufacturing sales representatives,soc4
repo_current,41-90,Real estate brokers and sales agents,6.084102736276649,595700.0,3,0.5760094290540219,0.6931818181818182,41-90,Real estate brokers and sales agents,soc4
repo_current,43-30,"Bookkeeping, accounting, and auditing clerks",8.7405065197097,3320700.0,4,1.8292995935591765,0.9545454545454546,43-30,"Bookkeeping, accounting, and auditing clerks",soc4
repo_current,43-40,Customer service representatives,8.355948537560835,4150600.0,2,1.647865302690095,0.9318181818181818,43-40,Customer service representatives,soc4
repo_current,43-41,Receptionists,7.0,1007200.0,1,1.008129364841107,0.8125,43-41,Receptionists,soc4
repo_current,43-50,Material recording clerks,5.475341028331584,1906000.0,3,0.28879591661545323,0.6022727272727273,43-50,Material recording clerks,soc4
repo_current,43-60,Secretaries and administrative assistants,9.0,3453100.0,1,1.9517285061474359,0.9886363636363636,43-60,Secretaries and administrative assistants,soc4
repo_current,43-90,General office clerks,9.0,2651000.0,2,1.9517285061474359,0.9886363636363636,43-90,General office clerks,soc4
repo_current,45-20,Agricultural workers,2.0,812600.0,1,-1.3508684884247155,0.06818181818181818,45-20,Agricultural workers,soc4
repo_current,45-30,Fishing and hunting workers,2.0,21900.0,1,-1.3508684884247155,0.06818181818181818,45-30,Fishing and hunting workers,soc4
repo_current,45-40,Logging workers,2.0,55100.0,2,-1.3508684884247155,0.06818181818181818,45-40,Logging workers,soc4
repo_current,47-20,Construction laborers and helpers,2.146475890529974,3683200.0,7,-1.2817612261616338,0.14772727272727273,47-20,Construction laborers and helpers,soc4
repo_current,47-21,Electricians,2.318810816097012,2045100.0,7,-1.2004536822705603,0.17045454545454544,47-21,Electricians,soc4
repo_current,47-22,Sheet metal workers,2.0,155600.0,2,-1.3508684884247155,0.06818181818181818,47-22,Sheet metal workers,soc4
repo_current,47-40,Construction and building inspectors,3.4316450022411478,223100.0,3,-0.6754189910395932,0.3409090909090909,47-40,Construction and building inspectors,soc4
repo_current,47-50,Oil and gas workers,2.0,115900.0,1,-1.3508684884247155,0.06818181818181818,47-50,Oil and gas workers,soc4
repo_current,49-20,Telecommunications technicians,3.0,548100.0,3,-0.8790689177715509,0.26704545454545453,49-20,Telecommunications technicians,soc4
repo_current,49-30,Automotive service technicians and mechanics,2.8824675720114485,1642100.0,5,-0.9345206668343735,0.2159090909090909,49-30,Automotive service technicians and mechanics,soc4
repo_current,49-90,General maintenance and repair workers,2.9496823924059665,2802200.0,6,-0.9028087434307104,0.22727272727272727,49-90,General maintenance and repair workers,soc4
repo_current,51-20,Assemblers and fabricators,4.0,1885400.0,1,-0.40726934711838647,0.39204545454545453,51-20,Assemblers and fabricators,soc4
repo_current,51-30,Food processing equipment workers,2.418790752815649,674800.0,3,-1.1532831910527768,0.19318181818181818,51-30,Food processing equipment workers,soc4
repo_current,51-40,Metal and plastic machine workers,4.0,1355500.0,2,-0.40726934711838647,0.39204545454545453,51-40,Metal and plastic machine workers,soc4
repo_current,51-41,"Welders, cutters, solderers, and brazers",2.0,457300.0,1,-1.3508684884247155,0.06818181818181818,51-41,"Welders, cutters, solderers, and brazers",soc4
repo_current,51-70,Woodworkers,3.0,214600.0,1,-0.8790689177715509,0.26704545454545453,51-70,Woodworkers,soc4
repo_current,51-80,Water and wastewater treatment plant and system operators,4.062647197362224,212300.0,3,-0.37771242630026536,0.42045454545454547,51-80,Water and wastewater treatment plant and system operators,soc4
repo_current,51-90,Quality control inspectors,4.0,699900.0,3,-0.40726934711838647,0.39204545454545453,51-90,Quality control inspectors,soc4
repo_current,51-91,Painting and coating workers,3.1547041707080505,206200.0,2,-0.8060795564532388,0.3181818181818182,51-91,Painting and coating workers,soc4
repo_current,53-20,Airline and commercial pilots,4.156944892039961,310300.0,3,-0.33322281443772556,0.4431818181818182,53-20,Airline and commercial pilots,soc4
repo_current,53-30,Heavy and tractor-trailer truck drivers,4.885282749348794,4760400.0,4,0.010406673931027458,0.5340909090909091,53-30,Heavy and tractor-trailer truck drivers,soc4
repo_current,53-40,Railroad workers,4.0,77900.0,1,-0.40726934711838647,0.39204545454545453,53-40,Railroad workers,soc4
repo_current,53-50,Water transportation workers,3.0,84300.0,1,-0.8790689177715509,0.26704545454545453,53-50,Water transportation workers,soc4
repo_current,53-70,Hand laborers and material movers,3.1109917239085663,7817700.0,2,-0.8267030700854349,0.3068181818181818,53-70,Hand laborers and material movers,soc4
