comparison_key,raw_naics_examples,raw_title_examples,source_row_count,metric_value,comparison_title,metric_name,comparison_level,source_file,sheet_name,metric_zscore,metric_percentile
2361,236100,Residential Building Construction,1,-0.55898,Residential building construction,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5559847279116691,0.33739837398373984
2362,236200,Nonresidential Building Construction,1,-0.2269581,Nonresidential building construction,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.2255573798311909,0.46747967479674796
2371,237100,Utility System Construction,1,-0.708504,Utility system construction,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.7047906313607651,0.25609756097560976
2372,237200,Land Subdivision,1,0.8166966,Land subdivision,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.8130851158377003,0.8008130081300813
2373,237300,"Highway, Street, and Bridge Construction",1,-0.7802371,"Highway, street, and bridge construction",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.7761792295303188,0.22764227642276422
2379,237900,Other Heavy and Civil Engineering Construction,1,-0.5977363,Other heavy and civil engineering construction,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.594554898826333,0.3089430894308943
2381,238100,"Foundation, Structure, and Building Exterior Contractors",1,-1.602655,"Foundation, structure, and building exterior contractors",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.5946474260887864,0.044715447154471545
2382,238200,Building Equipment Contractors,1,-0.2382211,Building equipment contractors,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.23676628870566702,0.45934959349593496
2383,238300,Building Finishing Contractors,1,-1.490199,Building finishing contractors,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.48273150170025,0.04878048780487805
2389,238900,Other Specialty Trade Contractors,1,-0.92169,Other specialty trade contractors,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.9169527948442124,0.16260162601626016
3111,311100,Animal Food Manufacturing,1,-0.5855823,Animal food manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5824592690242923,0.3170731707317073
3112,311200,Grain and Oilseed Milling,1,-0.5628731,Grain and oilseed milling,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5598591311025793,0.3333333333333333
3113,311300,Sugar and Confectionery Product Manufacturing,1,-0.9476967,Sugar and confectionery product manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.9428345963558734,0.14634146341463414
3114,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,1,-0.9590802,Fruit and vegetable preserving and specialty food manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.9541634265230226,0.13821138211382114
3115,311500,Dairy Product Manufacturing,1,-0.7278039,Dairy product manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.7239978426176683,0.24390243902439024
3116,311600,Animal Slaughtering and Processing,1,-1.930399,Animal slaughtering and processing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.9208174189997609,0.02032520325203252
3117,311700,Seafood Product Preparation and Packaging,1,-1.418681,Seafood product preparation and packaging,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.4115569705020983,0.06504065040650407
3118,311800,Bakeries and Tortilla Manufacturing,1,-0.8721417,Bakeries and tortilla manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.8676424530538187,0.1910569105691057
3119,311900,Other Food Manufacturing,1,-0.8650484,Other food manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.8605832189848032,0.1991869918699187
3121,312100,Beverage Manufacturing,1,-0.7857221,Beverage manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.7816378875411952,0.22357723577235772
3122,312200,Tobacco Manufacturing,1,-0.5900809,Tobacco manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5869362642709157,0.3130081300813008
3131,313100,"Fiber, Yarn, and Thread Mills",1,-1.462242,"Fiber, Yarn, and Thread Mills",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.4549087666026979,0.06097560975609756
3132,313200,Fabric Mills,1,-1.090743,Fabric Mills,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.0851939092859078,0.10569105691056911
3133,313300,Textile and Fabric Finishing and Fabric Coating Mills,1,-0.2630878,Textile and Fabric Finishing and Fabric Coating Mills,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.2615135651248214,0.44715447154471544
3141,314100,Textile Furnishings Mills,1,-0.6485577,Textile Furnishings Mills,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.6451322264897709,0.27235772357723576
3149,314900,Other Textile Product Mills,1,0.0540214,Other Textile Product Mills,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.05407270194949499,0.5650406504065041
3151,315100,Apparel Knitting Mills,1,-1.344601,Apparel Knitting Mills,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.337832743438155,0.07723577235772358
3152,315200,Cut and Sew Apparel Manufacturing,1,0.0828368,Cut and Sew Apparel Manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.08274971453775562,0.573170731707317
3159,315900,Apparel Accessories and Other Apparel Manufacturing,1,-0.0603035,Apparel Accessories and Other Apparel Manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.05970314695253785,0.5284552845528455
3161,316100,Leather and Hide Tanning and Finishing,1,-1.005178,Leather and Hide Tanning and Finishing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.0000398395136845,0.12195121951219512
3162,316200,Footwear Manufacturing,1,-0.3678209,Footwear Manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.3657436791300949,0.4146341463414634
3169,316900,Other Leather and Allied Product Manufacturing,1,-0.3059072,Other Leather and Allied Product Manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.30412732279682203,0.4268292682926829
3211,321100,Sawmills and Wood Preservation,1,-1.016212,Sawmills and wood preservation,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.0110208481722096,0.11788617886178862
3212,321200,"Veneer, Plywood, and Engineered Wood Product Manufacturing",1,-0.8070484,"Veneer, plywood, and engineered wood product manufacturing",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.8028617669099016,0.21544715447154472
3219,321900,Other Wood Product Manufacturing,1,-0.8864087,Other wood product manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.8818409350667948,0.17886178861788618
3221,322100,"Pulp, Paper, and Paperboard Mills",1,-0.6130537,"Pulp, paper, and paperboard mills",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.6097987362403346,0.2967479674796748
3222,322200,Converted Paper Product Manufacturing,1,-0.6015435,Converted paper product manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5983438145563255,0.3048780487804878
3231,323100,Printing and Related Support Activities,1,0.250964,Printing and Related Support Activities,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.25006947518064143,0.6422764227642277
3241,324100,Petroleum and Coal Products Manufacturing,1,0.4192117,Petroleum and Coal Products Manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.4175091571162001,0.6829268292682927
3250,3250A1 | 3250A2,"Chemical Manufacturing (3251, 3252, 3253, and 3259 only) | Chemical Manufacturing (3255 and 3256 only)",2,0.1531621,"Chemical Manufacturing (3251, 3252, 3253, and 3259 only) | Chemical Manufacturing (3255 and 3256 only)",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.15273727373780854,0.6138211382113821
3254,325400,Pharmaceutical and Medicine Manufacturing,1,0.8204141,Pharmaceutical and medicine manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.8167847623564667,0.8048780487804879
3261,326100,Plastics Product Manufacturing,1,-0.6659414,Plastics product manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.6624324403938133,0.26422764227642276
3262,326200,Rubber Product Manufacturing,1,-0.8993759,Rubber product manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.8947458594348235,0.17479674796747968
3270,327000,Nonmetallic Mineral Product Manufacturing,1,-0.4583566,Nonmetallic Mineral Product Manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.45584457686488217,0.3780487804878049
3311,331100,Iron and Steel Mills and Ferroalloy Manufacturing,1,-0.5029725,Iron and steel mills and ferroalloy manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5002462067550304,0.35365853658536583
3312,331200,Steel Product Manufacturing from Purchased Steel,1,-0.5273881,Steel product manufacturing from purchased steel,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5245445496046849,0.34146341463414637
3313,331300,Alumina and Aluminum Production and Processing,1,-0.648177,Alumina and aluminum production and processing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.6447533548207206,0.2764227642276423
3314,331400,Nonferrous Metal (except Aluminum) Production and Processing,1,-0.3394341,Nonferrous metal (except aluminum) production and processing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.33749320816871886,0.42276422764227645
3315,331500,Foundries,1,-0.7487636,Foundries,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.7448568826013634,0.23983739837398374
3320,3320A1 | 3320A2,"Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only) | Fabricated Metal Product Manufacturing (3323 and 3324 only)",2,-0.21782,"Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only) | Fabricated Metal Product Manufacturing (3323 and 3324 only)",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.21646316601730026,0.4715447154471545
3327,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",1,-0.2372404,"Machine shops; turned product; and screw, nut, and bolt manufacturing",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.2357902985668764,0.4634146341463415
3328,332800,"Coating, Engraving, Heat Treating, and Allied Activities",1,-0.6446335,"Coating, engraving, heat treating, and allied activities",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.6412268726581789,0.2804878048780488
3330,3330A1,"Machinery Manufacturing (3331, 3332, 3334, and 3339 only)",1,0.3794195,"Machinery Manufacturing (3331, 3332, 3334, and 3339 only)",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.37790806116352954,0.6747967479674797
3333,333300,Commercial and Service Industry Machinery Manufacturing,1,0.7582814,Commercial and service industry machinery manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.7549504577817385,0.7764227642276422
3335,333500,Metalworking Machinery Manufacturing,1,0.1118279,Metalworking machinery manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.1116015833179052,0.5894308943089431
3336,333600,"Engine, Turbine, and Power Transmission Equipment Manufacturing",1,0.6865003,"Engine, turbine, and power transmission equipment manufacturing",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.6835140901346055,0.7439024390243902
3341,334100,Computer and Peripheral Equipment Manufacturing,1,2.041082,Computer and peripheral equipment manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,2.031590343205098,0.9796747967479674
3342,334200,Communications Equipment Manufacturing,1,1.607978,Communications equipment manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,1.6005663470077165,0.9105691056910569
3343,334300,Audio and Video Equipment Manufacturing,1,1.496343,Audio and video equipment manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,1.4894674797252747,0.8943089430894309
3344,334400,Semiconductor and Other Electronic Component Manufacturing,1,1.309517,Semiconductor and other electronic component manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,1.3035387210124205,0.8699186991869918
3345,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",1,1.671551,"Navigational, measuring, electromedical, and control instruments manufacturing",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,1.6638340344690565,0.926829268292683
3346,334600,Manufacturing and Reproducing Magnetic and Optical Media,1,0.2384267,Manufacturing and reproducing magnetic and optical media,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.23759238619618175,0.6300813008130082
3351,335100,Electric Lighting Equipment Manufacturing,1,0.7916799,Electric lighting equipment manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.7881885598011109,0.7886178861788617
3352,335200,Household Appliance Manufacturing,1,0.4128804,Household appliance manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.41120826350375483,0.6788617886178862
3353,335300,Electrical Equipment Manufacturing,1,0.805355,Electrical equipment manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.8017979844436882,0.7967479674796748
3359,335900,Other Electrical Equipment and Component Manufacturing,1,0.2998135,Other electrical equipment and component manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.29868437299327766,0.6544715447154471
3361,336100,Motor Vehicle Manufacturing,1,0.2444118,Motor vehicle manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.2435487424515868,0.6341463414634146
3362,336200,Motor Vehicle Body and Trailer Manufacturing,1,-0.3770952,Motor vehicle body and trailer manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.37497343883661666,0.4065040650406504
3363,336300,Motor Vehicle Parts Manufacturing,1,-0.108322,Motor vehicle parts manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.10749103568458367,0.508130081300813
3364,336400,Aerospace Product and Parts Manufacturing,1,1.190376,Aerospace product and parts manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,1.184969901673527,0.8536585365853658
3365,336500,Railroad Rolling Stock Manufacturing,1,-0.1504968,Railroad rolling stock manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.1494632890805932,0.5
3366,336600,Ship and Boat Building,1,-0.0544223,Ship and boat building,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.053850191712142836,0.532520325203252
3369,336900,Other Transportation Equipment Manufacturing,1,0.2530909,Other transportation equipment manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.25218616063612603,0.6463414634146342
3370,3370A1,Furniture and Related Product Manufacturing (3371 and 3372 only),1,-0.616636,Furniture and Related Product Manufacturing (3371 and 3372 only),felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.6133638320639193,0.2926829268292683
3379,337900,Other Furniture Related Product Manufacturing,1,-0.2421737,Other furniture related product manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.2406999061448266,0.45528455284552843
3391,339100,Medical Equipment and Supplies Manufacturing,1,0.7815458,Medical equipment and supplies manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.7781031293274512,0.7845528455284553
3399,339900,Other Miscellaneous Manufacturing,1,0.27896,Other miscellaneous manufacturing,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.2779310229787266,0.6504065040650406
4230,4230A1,"Merchant Wholesalers, Durable Goods (4232, 4233, 4235, 4236, 4237, and 4239 only)",1,0.1572312,"Merchant Wholesalers, Durable Goods (4232, 4233, 4235, 4236, 4237, and 4239 only)",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.15678683167984273,0.6178861788617886
4231,423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,1,-0.1881213,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.18690709552183685,0.483739837398374
4234,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,1,1.035819,Professional and commercial equipment and supplies merchant wholesalers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,1.0311551694607588,0.8333333333333334
4238,423800,"Machinery, Equipment, and Supplies Merchant Wholesalers",1,0.2045736,"Machinery, equipment, and supplies merchant wholesalers",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.20390186741623612,0.6260162601626016
4240,4240A1 | 4240A2 | 4240A3,"Merchant Wholesalers, Nondurable Goods (4244 and 4248 only) | Merchant Wholesalers, Nondurable Goods (4242 and 4246 only) | Merchant Wholesalers, Nondurable Goods (4241, 4247, and 4249 only)",3,0.0707346666666666,"Merchant Wholesalers, Nondurable Goods (4244 and 4248 only) | Merchant Wholesalers, Nondurable Goods (4242 and 4246 only) | Merchant Wholesalers, Nondurable Goods (4241, 4247, and 4249 only)",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.07070570231009922,0.5691056910569106
4243,424300,"Apparel, Piece Goods, and Notions Merchant Wholesalers",1,0.4999831,"Apparel, piece goods, and notions merchant wholesalers",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.49789264839417774,0.7073170731707317
4245,424500,Farm Product Raw Material Merchant Wholesalers,1,-0.6547234,Farm product raw material merchant wholesalers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.6512683154045676,0.2682926829268293
4251,425100,Wholesale Electronic Markets and Agents and Brokers,1,0.6943218,Wholesale Electronic Markets and Agents and Brokers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.691298026986396,0.7479674796747967
4411,441100,Automobile Dealers,1,-0.4832686,Automobile dealers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.4806369357285019,0.36585365853658536
4412,441200,Other Motor Vehicle Dealers,1,-0.5658475,Other motor vehicle dealers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5628192463965722,0.32926829268292684
4413,441300,"Automotive Parts, Accessories, and Tire Stores",1,-0.8744745,"Automotive parts, accessories, and tire retailers",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.8699640496641692,0.18699186991869918
4421,442100,Furniture Stores,1,-0.5852913,Furniture Stores,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.5821696665664682,0.32113821138211385
4422,442200,Home Furnishings Stores,1,-0.7690282,Home Furnishings Stores,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.7650241608378643,0.23170731707317074
4431,443100,Electronics and Appliance Stores,1,-0.2814265,Electronics and Appliance Stores,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.2797641925932007,0.43902439024390244
4441,444100,Building Material and Supplies Dealers,1,-0.7177699,Building material and supplies dealers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.7140120314087104,0.25203252032520324
4442,444200,Lawn and Garden Equipment and Supplies Stores,1,-1.037935,Lawn and garden equipment and supplies retailers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.0326395223691596,0.11382113821138211
4450,4450A1,Food and Beverage Stores (4451 and 4452 only),1,-1.159638,Food and Beverage Stores (4451 and 4452 only),felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.1537580375738445,0.1016260162601626
4453,445300,"Beer, Wine, and Liquor Stores",1,-1.003907,"Beer, wine, and liquor retailers",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.9987749435552846,0.12601626016260162
4461,446100,Health and Personal Care Stores,1,-0.1652908,Health and Personal Care Stores,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.16418624014949135,0.4878048780487805
4471,447100,Gasoline Stations,1,-1.192534,Gasoline Stations,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-1.1864960528748094,0.08536585365853659
4481,448100,Clothing Stores,1,-0.9071275,Clothing Stores,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.9024602319848891,0.17073170731707318
4482,448200,Shoe Stores,1,-0.917662,Shoe Stores,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.9129441395173555,0.16666666666666666
4483,448300,"Jewelry, Luggage, and Leather Goods Stores",1,-0.3845854,"Jewelry, Luggage, and Leather Goods Stores",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.3824276667733654,0.4024390243902439
4511,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",1,-0.793805,"Sporting Goods, Hobby, and Musical Instrument Stores",felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.7896819690063025,0.21951219512195122
4512,451200,Book Stores and News Dealers,1,-0.8769288,Book Stores and News Dealers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.872406562764642,0.18292682926829268
4520,452000,General Merchandise Stores,1,-0.9830824,General Merchandise Stores,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.978050354747026,0.13414634146341464
4530,4530A1,Miscellaneous Store Retailers (4532 and 4533 only),1,-0.8085796,Miscellaneous Store Retailers (4532 and 4533 only),felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.804385613244679,0.21138211382113822
4531,453100,Florists,1,0.1097455,Florists,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.10952918414892633,0.5853658536585366
4539,453900,Other Miscellaneous Store Retailers,1,-0.8707432,Other Miscellaneous Store Retailers,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.8662506694205989,0.1951219512195122
4541,454100,Electronic Shopping and Mail-Order Houses,1,0.3519204,Electronic Shopping and Mail-Order Houses,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,0.3505410269781343,0.6666666666666666
4542,454200,Vending Machine Operators,1,-0.441919,Vending Machine Operators,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.4394859192678753,0.3821138211382114
4543,454300,Direct Selling Establishments,1,-0.0146821,Direct Selling Establishments,felten_image_generation_aiie,naics4,Image_Generation_AIOE_and_AIIE.xlsx,IG AIIE,-0.014300846026849732,0.5447154471544715
