variant,soc4,title,karpathy_score,num_jobs_2024,occupation_count,karpathy_zscore,karpathy_percentile,comparison_key,comparison_title,comparison_level
repo_original,39-20,Animal care and service workers,2.0,439400.0,1,-1.3456917319020991,0.07954545454545454,39-20,Animal care and service workers,soc4
repo_original,39-50,"Barbers, hairstylists, and cosmetologists",2.101595911129655,958700.0,3,-1.298777496040821,0.11363636363636363,39-50,"Barbers, hairstylists, and cosmetologists",soc4
repo_original,39-60,Concierges,5.0,45600.0,1,0.039626889870202915,0.5738636363636364,39-60,Concierges,soc4
repo_original,39-70,Tour and travel guides,4.0,55800.0,1,-0.42214598405389775,0.3693181818181818,39-70,Tour and travel guides,soc4
repo_original,39-90,Childcare workers,2.413046051852729,1689400.0,3,-1.1549582694750615,0.14772727272727273,39-90,Childcare workers,soc4
repo_original,41-20,Retail sales workers,5.285853923431985,7366000.0,2,0.17162647761587024,0.6022727272727273,41-20,Retail sales workers,soc4
repo_original,41-30,Insurance sales agents,7.515606290412708,1252700.0,4,1.2012656362556249,0.8636363636363636,41-30,Insurance sales agents,soc4
repo_original,41-40,Wholesale and manufacturing sales representatives,7.0,1613600.0,1,0.9631726377184042,0.8068181818181818,41-40,Wholesale and manufacturing sales representatives,soc4
repo_original,41-90,Real estate brokers and sales agents,6.117844552627162,595700.0,3,0.5558171815372479,0.6590909090909091,41-90,Real estate brokers and sales agents,soc4
repo_original,43-30,"Bookkeeping, accounting, and auditing clerks",8.790767006956365,3320700.0,4,1.790100265049105,0.9659090909090909,43-30,"Bookkeeping, accounting, and auditing clerks",soc4
repo_original,43-40,Customer service representatives,8.355948537560835,4150600.0,2,1.5893128908010523,0.9318181818181818,43-40,Customer service representatives,soc4
repo_original,43-41,Receptionists,7.0,1007200.0,1,0.9631726377184042,0.8068181818181818,43-41,Receptionists,soc4
repo_original,43-50,Material recording clerks,5.950682056663169,1906000.0,3,0.4786260753636291,0.6363636363636364,43-50,Material recording clerks,soc4
repo_original,43-60,Secretaries and administrative assistants,8.0,3453100.0,1,1.424945511642505,0.9090909090909091,43-60,Secretaries and administrative assistants,soc4
repo_original,43-90,General office clerks,9.0,2651000.0,2,1.8867183855666056,0.9943181818181818,43-90,General office clerks,soc4
repo_original,45-20,Agricultural workers,3.0,812600.0,1,-0.8839188579779984,0.2556818181818182,45-20,Agricultural workers,soc4
repo_original,45-30,Fishing and hunting workers,2.0,21900.0,1,-1.3456917319020991,0.07954545454545454,45-30,Fishing and hunting workers,soc4
repo_original,45-40,Logging workers,2.0,55100.0,2,-1.3456917319020991,0.07954545454545454,45-40,Logging workers,soc4
repo_original,47-20,Construction laborers and helpers,1.6360501737619462,3683200.0,7,-1.5137538891282223,0.03409090909090909,47-20,Construction laborers and helpers,soc4
repo_original,47-21,Electricians,1.7095496552735807,2045100.0,7,-1.4798138223186634,0.045454545454545456,47-21,Electricians,soc4
repo_original,47-22,Sheet metal workers,2.816195372750643,155600.0,2,-0.9687948489434822,0.18181818181818182,47-22,Sheet metal workers,soc4
repo_original,47-40,Construction and building inspectors,4.09323173464814,223100.0,3,-0.379094098004497,0.42045454545454547,47-40,Construction and building inspectors,soc4
repo_original,47-50,Oil and gas workers,3.0,115900.0,1,-0.8839188579779984,0.2556818181818182,47-50,Oil and gas workers,soc4
repo_original,49-20,Telecommunications technicians,3.0,548100.0,3,-0.8839188579779984,0.2556818181818182,49-20,Telecommunications technicians,soc4
repo_original,49-30,Automotive service technicians and mechanics,2.834967419767371,1642100.0,5,-0.9601264268431293,0.19318181818181818,49-30,Automotive service technicians and mechanics,soc4
repo_original,49-90,General maintenance and repair workers,2.2163657126543432,2802200.0,6,-1.2457799149510669,0.125,49-90,General maintenance and repair workers,soc4
repo_original,51-20,Assemblers and fabricators,3.0,1885400.0,1,-0.8839188579779984,0.2556818181818182,51-20,Assemblers and fabricators,soc4
repo_original,51-30,Food processing equipment workers,2.418790752815649,674800.0,3,-1.1523055224015792,0.1590909090909091,51-30,Food processing equipment workers,soc4
repo_original,51-40,Metal and plastic machine workers,4.0,1355500.0,2,-0.42214598405389775,0.3693181818181818,51-40,Metal and plastic machine workers,soc4
repo_original,51-41,"Welders, cutters, solderers, and brazers",2.0,457300.0,1,-1.3456917319020991,0.07954545454545454,51-41,"Welders, cutters, solderers, and brazers",soc4
repo_original,51-70,Woodworkers,3.0,214600.0,1,-0.8839188579779984,0.2556818181818182,51-70,Woodworkers,soc4
repo_original,51-80,Water and wastewater treatment plant and system operators,4.905793688177108,212300.0,3,-0.0038750294820437885,0.5227272727272727,51-80,Water and wastewater treatment plant and system operators,soc4
repo_original,51-90,Quality control inspectors,4.949849978568367,699900.0,3,0.01646897034636258,0.5454545454545454,51-90,Quality control inspectors,soc4
repo_original,51-91,Painting and coating workers,3.1547041707080505,206200.0,2,-0.8124806684620972,0.3181818181818182,51-91,Painting and coating workers,soc4
repo_original,53-20,Airline and commercial pilots,4.312278440219143,310300.0,3,-0.27794427124936866,0.4431818181818182,53-20,Airline and commercial pilots,soc4
repo_original,53-30,Heavy and tractor-trailer truck drivers,4.241933450970507,4760400.0,4,-0.3104276791008714,0.4318181818181818,53-30,Heavy and tractor-trailer truck drivers,soc4
repo_original,53-40,Railroad workers,4.0,77900.0,1,-0.42214598405389775,0.3693181818181818,53-40,Railroad workers,soc4
repo_original,53-50,Water transportation workers,3.0,84300.0,1,-0.8839188579779984,0.2556818181818182,53-50,Water transportation workers,soc4
repo_original,53-70,Hand laborers and material movers,2.221983447817133,7817700.0,2,-1.243185797240001,0.13636363636363635,53-70,Hand laborers and material movers,soc4
